sno,language,question_type,category,level,question,option1,answer1,option2,answer2,option3,answer3,option4,answer4,option5,answer5,option6,answer6,option7,answer7,option8,answer8
288,ta,single_choice,general_studies,moderate,[Tamil] In which year was the Right to Education Act enacted?,2009,TRUE,2005,FALSE,2010,FALSE,2012,FALSE,,,,,,,,
289,ta,single_choice,general_studies,difficult,[Tamil] What is the total number of parliamentary constituencies in India?,543,TRUE,545,FALSE,540,FALSE,550,FALSE,,,,,,,,
290,ta,single_choice,general_studies,difficult,[Tamil] Which committee recommended the formation of Panchayati Raj in India?,Balwant Rai Mehta Committee,TRUE,Ashok Mehta Committee,FALSE,Sarkaria Commission,FALSE,Shah Commission,FALSE,,,,,,,,
291,ta,single_choice,moyas,easy,[Tamil] What does ELP stand for in MY Bharat?,Experiential Learning Program,TRUE,Education Learning Platform,FALSE,Electronic Literacy Program,FALSE,Employment Linkage Portal,FALSE,,,,,,,,
292,ta,single_choice,moyas,moderate,[Tamil] Which year was International Youth Day first observed?,1999,TRUE,2000,FALSE,1995,FALSE,2005,FALSE,,,,,,,,
293,ta,single_choice,moyas,difficult,[Tamil] What is the theme of National Youth Policy 2014?,Youth Development and Empowerment,TRUE,Youth Employment,FALSE,Youth Education,FALSE,Youth Health,FALSE,,,,,,,,
294,ta,single_choice,general_studies,easy,[Tamil] Which is the longest written constitution in the world?,Indian Constitution,TRUE,US Constitution,FALSE,British Constitution,FALSE,French Constitution,FALSE,,,,,,,,
295,ta,single_choice,general_studies,moderate,[Tamil] What percentage of seats are reserved for women in local bodies?,33 percent,TRUE,25 percent,FALSE,50 percent,FALSE,40 percent,FALSE,,,,,,,,
296,ta,single_choice,general_studies,difficult,[Tamil] Which Five Year Plan introduced the concept of inclusive growth?,11th Five Year Plan,TRUE,10th Five Year Plan,FALSE,12th Five Year Plan,FALSE,9th Five Year Plan,FALSE,,,,,,,,
297,ta,multi_choice,general_studies,moderate,[Tamil] Which of these are Fundamental Duties under Article 51A?,Respect the national flag,TRUE,Protect the environment,TRUE,Pay income tax,FALSE,Promote harmony,TRUE,,,,,,,,
298,ta,multi_choice,state_gk,easy,[Tamil] Which of these cities are state capitals?,Jaipur,TRUE,Lucknow,TRUE,Pune,FALSE,Bhopal,TRUE,,,,,,,,
299,ta,single_choice,general_studies,easy,[Tamil] What is the national game of India?,Hockey,TRUE,Cricket,FALSE,Football,FALSE,Kabaddi,FALSE,,,,,,,,
300,ta,single_choice,general_studies,moderate,[Tamil] Which Indian institution is responsible for monetary policy?,Reserve Bank of India,TRUE,SEBI,FALSE,NABARD,FALSE,SBI,FALSE,,,,,,,,
301,te,single_choice,general_studies,easy,[Telugu] What is the full form of MY Bharat?,Mera Yuva Bharat,TRUE,My Youth Bharat,FALSE,Ministry Youth Board,FALSE,Mega Youth Bharat,FALSE,,,,,,,,
302,te,single_choice,general_studies,easy,[Telugu] Which ministry launched the MY Bharat platform?,Ministry of Youth Affairs and Sports,TRUE,Ministry of Education,FALSE,Ministry of Home Affairs,FALSE,Ministry of IT,FALSE,,,,,,,,
303,te,single_choice,general_studies,easy,[Telugu] What is the age group eligible for MY Bharat youth programs?,15 to 29 years,TRUE,18 to 35 years,FALSE,10 to 25 years,FALSE,20 to 40 years,FALSE,,,,,,,,
304,te,single_choice,general_studies,easy,[Telugu] Which digital initiative enables direct benefit transfer in India?,Aadhaar,TRUE,Voter ID,FALSE,PAN Card,FALSE,Ration Card,FALSE,,,,,,,,
305,te,single_choice,general_studies,easy,[Telugu] What does UPI stand for?,Unified Payments Interface,TRUE,Universal Payment India,FALSE,United Payment Integration,FALSE,Unified Pay Infrastructure,FALSE,,,,,,,,
306,te,single_choice,general_studies,easy,[Telugu] Which Indian space agency successfully landed Chandrayaan-3 on the Moon?,ISRO,TRUE,DRDO,FALSE,HAL,FALSE,BARC,FALSE,,,,,,,,
307,te,single_choice,general_studies,moderate,[Telugu] In which year was the Swachh Bharat Mission launched?,2014,TRUE,2015,FALSE,2013,FALSE,2016,FALSE,,,,,,,,
308,te,single_choice,general_studies,moderate,[Telugu] What is the target year for India to become a developed nation under Viksit Bharat?,2047,TRUE,2030,FALSE,2035,FALSE,2050,FALSE,,,,,,,,
309,te,single_choice,general_studies,moderate,[Telugu] Which program focuses on skill development for Indian youth?,Skill India,TRUE,Make in India,FALSE,Digital India,FALSE,Clean India,FALSE,,,,,,,,
310,te,single_choice,general_studies,moderate,[Telugu] What is the national river of India?,Ganga,TRUE,Yamuna,FALSE,Brahmaputra,FALSE,Godavari,FALSE,,,,,,,,
311,te,single_choice,general_studies,moderate,[Telugu] Which article of the Indian Constitution deals with fundamental rights?,Article 12-35,TRUE,Article 36-51,FALSE,Article 52-78,FALSE,Article 1-11,FALSE,,,,,,,,
312,te,single_choice,general_studies,moderate,[Telugu] What does GDP stand for?,Gross Domestic Product,TRUE,General Development Plan,FALSE,Growth Distribution Policy,FALSE,Government Direct Payment,FALSE,,,,,,,,
313,te,single_choice,general_studies,difficult,[Telugu] How many Sustainable Development Goals were adopted by the UN in 2015?,17,TRUE,15,FALSE,20,FALSE,12,FALSE,,,,,,,,
314,te,single_choice,general_studies,difficult,[Telugu] Which Indian city hosted the G20 Leaders Summit in 2023?,New Delhi,TRUE,Mumbai,FALSE,Bengaluru,FALSE,Kolkata,FALSE,,,,,,,,
315,te,single_choice,general_studies,difficult,[Telugu] What percentage of India's population is below 25 years of age?,50 percent,TRUE,35 percent,FALSE,65 percent,FALSE,40 percent,FALSE,,,,,,,,
316,te,single_choice,state_gk,easy,[Telugu] Which is the largest state in India by area?,Rajasthan,TRUE,Madhya Pradesh,FALSE,Maharashtra,FALSE,Uttar Pradesh,FALSE,,,,,,,,
317,te,single_choice,state_gk,easy,[Telugu] Which state is known as the Land of Five Rivers?,Punjab,TRUE,Haryana,FALSE,Himachal Pradesh,FALSE,Uttarakhand,FALSE,,,,,,,,
318,te,single_choice,state_gk,easy,[Telugu] Which city is the capital of Karnataka?,Bengaluru,TRUE,Mysuru,FALSE,Mangaluru,FALSE,Hubli,FALSE,,,,,,,,
319,te,single_choice,state_gk,moderate,[Telugu] Which state has the highest literacy rate in India?,Kerala,TRUE,Tamil Nadu,FALSE,Goa,FALSE,Mizoram,FALSE,,,,,,,,
320,te,single_choice,state_gk,moderate,[Telugu] Which Indian state is the largest producer of tea?,Assam,TRUE,West Bengal,FALSE,Tamil Nadu,FALSE,Kerala,FALSE,,,,,,,,
321,te,single_choice,state_gk,moderate,[Telugu] What is the official language of Goa?,Konkani,TRUE,Marathi,FALSE,Hindi,FALSE,Portuguese,FALSE,,,,,,,,
322,te,single_choice,state_gk,difficult,[Telugu] Which northeastern state was formed in the year 2000?,Jharkhand,TRUE,Chhattisgarh,FALSE,Uttarakhand,FALSE,None of these,FALSE,,,,,,,,
323,te,single_choice,moyas,easy,[Telugu] What does NSS stand for?,National Service Scheme,TRUE,National Sports School,FALSE,National Skill Society,FALSE,National Science Society,FALSE,,,,,,,,
324,te,single_choice,moyas,easy,[Telugu] Which organization promotes youth volunteering in India?,MY Bharat,TRUE,UNICEF India,FALSE,World Bank,FALSE,IMF,FALSE,,,,,,,,
325,te,single_choice,moyas,easy,[Telugu] What is the motto of NSS?,Not Me But You,TRUE,Service Before Self,FALSE,Youth for Nation,FALSE,Together We Can,FALSE,,,,,,,,
326,te,single_choice,moyas,moderate,[Telugu] Which year was the National Youth Policy introduced in India?,2014,TRUE,2010,FALSE,2016,FALSE,2012,FALSE,,,,,,,,
327,te,single_choice,moyas,moderate,[Telugu] What is the minimum number of members required to form a Youth Club?,Six,TRUE,Five,FALSE,Ten,FALSE,Eight,FALSE,,,,,,,,
328,te,single_choice,moyas,moderate,[Telugu] Which day is celebrated as National Youth Day in India?,January 12,TRUE,January 26,FALSE,August 15,FALSE,November 14,FALSE,,,,,,,,
329,te,single_choice,moyas,difficult,[Telugu] In which year was Nehru Yuva Kendra Sangathan established?,1972,TRUE,1968,FALSE,1975,FALSE,1980,FALSE,,,,,,,,
330,te,single_choice,moyas,difficult,[Telugu] What is the upper age limit for NCC cadets?,26 years,TRUE,28 years,FALSE,25 years,FALSE,30 years,FALSE,,,,,,,,
331,te,multi_choice,general_studies,easy,[Telugu] Which of these are fundamental rights in India?,Right to Equality,TRUE,Right to Freedom,TRUE,Right to Property,FALSE,Right to Education,TRUE,,,,,,,,
332,te,multi_choice,general_studies,easy,[Telugu] Which of the following are renewable sources of energy?,Solar Energy,TRUE,Wind Energy,TRUE,Coal,FALSE,Natural Gas,FALSE,,,,,,,,
333,te,multi_choice,general_studies,moderate,[Telugu] Which initiatives are part of Digital India?,DigiLocker,TRUE,UMANG App,TRUE,Aadhaar Card printing,FALSE,BharatNet,TRUE,,,,,,,,
334,te,multi_choice,general_studies,moderate,[Telugu] Which of these countries are part of BRICS?,India,TRUE,Brazil,TRUE,Japan,FALSE,South Africa,TRUE,,,,,,,,
335,te,multi_choice,general_studies,difficult,[Telugu] Which of the following are Millennium Development Goals?,Eradicate extreme poverty,TRUE,Achieve universal primary education,TRUE,Build smart cities,FALSE,Promote gender equality,TRUE,,,,,,,,
336,te,single_choice,general_studies,easy,[Telugu] What is the national animal of India?,Bengal Tiger,TRUE,Asiatic Lion,FALSE,Indian Elephant,FALSE,Indian Rhinoceros,FALSE,,,,,,,,
337,te,single_choice,general_studies,easy,[Telugu] Which is the highest civilian award in India?,Bharat Ratna,TRUE,Padma Vibhushan,FALSE,Padma Bhushan,FALSE,Padma Shri,FALSE,,,,,,,,
338,te,single_choice,general_studies,easy,[Telugu] How many states are there in India as of 2024?,28,TRUE,29,FALSE,30,FALSE,27,FALSE,,,,,,,,
339,te,single_choice,general_studies,moderate,[Telugu] Who is known as the Father of the Indian Constitution?,Dr B R Ambedkar,TRUE,Jawaharlal Nehru,FALSE,Mahatma Gandhi,FALSE,Sardar Patel,FALSE,,,,,,,,
340,te,single_choice,general_studies,moderate,[Telugu] Which Indian scientist is known as the Missile Man?,Dr APJ Abdul Kalam,TRUE,Vikram Sarabhai,FALSE,Homi Bhabha,FALSE,C V Raman,FALSE,,,,,,,,
341,te,single_choice,general_studies,moderate,[Telugu] What is the currency of India called?,Indian Rupee,TRUE,Indian Dollar,FALSE,Indian Pound,FALSE,Indian Dinar,FALSE,,,,,,,,
342,te,single_choice,general_studies,moderate,[Telugu] Which planet is known as the Red Planet?,Mars,TRUE,Jupiter,FALSE,Venus,FALSE,Saturn,FALSE,,,,,,,,
343,te,single_choice,general_studies,difficult,[Telugu] What is the approximate length of the Indian coastline?,7517 km,TRUE,6100 km,FALSE,8500 km,FALSE,5400 km,FALSE,,,,,,,,
344,te,single_choice,general_studies,difficult,[Telugu] Which is the longest river in India?,Ganga,TRUE,Godavari,FALSE,Brahmaputra,FALSE,Narmada,FALSE,,,,,,,,
345,te,single_choice,general_studies,difficult,[Telugu] In which year did India conduct its first nuclear test?,1974,TRUE,1971,FALSE,1978,FALSE,1980,FALSE,,,,,,,,
346,te,single_choice,state_gk,easy,[Telugu] Which state is known as the Spice Garden of India?,Kerala,TRUE,Karnataka,FALSE,Tamil Nadu,FALSE,Andhra Pradesh,FALSE,,,,,,,,
347,te,single_choice,state_gk,easy,[Telugu] Which is the smallest state in India by area?,Goa,TRUE,Sikkim,FALSE,Tripura,FALSE,Mizoram,FALSE,,,,,,,,
348,te,single_choice,state_gk,moderate,[Telugu] Which state is the largest producer of rice in India?,West Bengal,TRUE,Punjab,FALSE,Uttar Pradesh,FALSE,Andhra Pradesh,FALSE,,,,,,,,
349,te,single_choice,state_gk,moderate,[Telugu] Which city is known as the Silicon Valley of India?,Bengaluru,TRUE,Hyderabad,FALSE,Pune,FALSE,Chennai,FALSE,,,,,,,,
350,te,single_choice,state_gk,difficult,[Telugu] Which state has the longest coastline in India?,Gujarat,TRUE,Maharashtra,FALSE,Tamil Nadu,FALSE,Andhra Pradesh,FALSE,,,,,,,,
351,te,single_choice,general_studies,easy,[Telugu] What does ATM stand for?,Automated Teller Machine,TRUE,Automatic Transaction Machine,FALSE,All Time Money,FALSE,Auto Transfer Method,FALSE,,,,,,,,
352,te,single_choice,general_studies,easy,[Telugu] Which gas do plants absorb from the atmosphere?,Carbon Dioxide,TRUE,Oxygen,FALSE,Nitrogen,FALSE,Hydrogen,FALSE,,,,,,,,
353,te,single_choice,general_studies,easy,[Telugu] What is the chemical symbol for water?,H2O,TRUE,CO2,FALSE,O2,FALSE,NaCl,FALSE,,,,,,,,
354,te,single_choice,general_studies,moderate,[Telugu] Which vitamin is produced when human skin is exposed to sunlight?,Vitamin D,TRUE,Vitamin A,FALSE,Vitamin C,FALSE,Vitamin E,FALSE,,,,,,,,
355,te,single_choice,general_studies,moderate,[Telugu] What is the SI unit of electric current?,Ampere,TRUE,Volt,FALSE,Watt,FALSE,Ohm,FALSE,,,,,,,,
356,te,single_choice,general_studies,moderate,[Telugu] Which blood group is known as the universal donor?,O negative,TRUE,AB positive,FALSE,A positive,FALSE,B negative,FALSE,,,,,,,,
357,te,single_choice,general_studies,difficult,[Telugu] What is the speed of light in vacuum?,3 lakh km per second,TRUE,2 lakh km per second,FALSE,4 lakh km per second,FALSE,1 lakh km per second,FALSE,,,,,,,,
358,te,single_choice,general_studies,difficult,[Telugu] Which element has the highest melting point?,Tungsten,TRUE,Iron,FALSE,Gold,FALSE,Platinum,FALSE,,,,,,,,
359,te,single_choice,moyas,easy,[Telugu] What is the full form of NCC?,National Cadet Corps,TRUE,National Civil Corps,FALSE,National Community Center,FALSE,National Cultural Committee,FALSE,,,,,,,,
360,te,single_choice,moyas,easy,[Telugu] Which program encourages youth to volunteer for community service?,Volunteer for Bharat,TRUE,Startup India,FALSE,Digital India,FALSE,Make in India,FALSE,,,,,,,,
361,te,single_choice,moyas,moderate,[Telugu] What is the duration of standard NSS special camp?,7 days,TRUE,10 days,FALSE,5 days,FALSE,15 days,FALSE,,,,,,,,
362,te,single_choice,moyas,moderate,[Telugu] Which initiative connects youth with experiential learning?,MY Bharat ELP,TRUE,Skill India Portal,FALSE,PMKVY,FALSE,NSDC Portal,FALSE,,,,,,,,
363,te,single_choice,moyas,difficult,[Telugu] How many hours of community service are required per year in NSS?,120 hours,TRUE,100 hours,FALSE,150 hours,FALSE,200 hours,FALSE,,,,,,,,
364,te,single_choice,general_studies,easy,[Telugu] What is the national flower of India?,Lotus,TRUE,Rose,FALSE,Sunflower,FALSE,Jasmine,FALSE,,,,,,,,
365,te,single_choice,general_studies,easy,[Telugu] Which continent is India located in?,Asia,TRUE,Europe,FALSE,Africa,FALSE,Australia,FALSE,,,,,,,,
366,te,single_choice,general_studies,easy,[Telugu] What is the national bird of India?,Indian Peacock,TRUE,Parrot,FALSE,Eagle,FALSE,Sparrow,FALSE,,,,,,,,
367,te,single_choice,general_studies,moderate,[Telugu] Who wrote the Indian national anthem?,Rabindranath Tagore,TRUE,Bankim Chandra Chattopadhyay,FALSE,Sarojini Naidu,FALSE,Muhammad Iqbal,FALSE,,,,,,,,
368,te,single_choice,general_studies,moderate,[Telugu] Which is the largest democracy in the world?,India,TRUE,United States,FALSE,United Kingdom,FALSE,France,FALSE,,,,,,,,
369,te,single_choice,general_studies,moderate,[Telugu] What is the tenure of the President of India?,5 years,TRUE,4 years,FALSE,6 years,FALSE,7 years,FALSE,,,,,,,,
370,te,single_choice,general_studies,difficult,[Telugu] How many schedules are there in the Indian Constitution?,12,TRUE,10,FALSE,8,FALSE,14,FALSE,,,,,,,,
371,te,single_choice,general_studies,difficult,[Telugu] Which amendment is known as the Mini Constitution?,42nd Amendment,TRUE,44th Amendment,FALSE,73rd Amendment,FALSE,86th Amendment,FALSE,,,,,,,,
372,te,single_choice,state_gk,easy,[Telugu] Which state is known as Gods Own Country?,Kerala,TRUE,Goa,FALSE,Himachal Pradesh,FALSE,Uttarakhand,FALSE,,,,,,,,
373,te,single_choice,state_gk,moderate,[Telugu] Which state has the maximum number of districts?,Uttar Pradesh,TRUE,Madhya Pradesh,FALSE,Maharashtra,FALSE,Rajasthan,FALSE,,,,,,,,
374,te,single_choice,state_gk,difficult,[Telugu] Which was the first state formed on linguistic basis in India?,Andhra Pradesh,TRUE,Tamil Nadu,FALSE,Karnataka,FALSE,Gujarat,FALSE,,,,,,,,
375,te,multi_choice,moyas,easy,[Telugu] Which of the following are youth development programs in India?,NSS,TRUE,NCC,TRUE,FIFA,FALSE,MY Bharat,TRUE,,,,,,,,
376,te,multi_choice,moyas,moderate,[Telugu] Which activities are included in MY Bharat platform?,Volunteering,TRUE,Experiential Learning,TRUE,Stock Trading,FALSE,Quiz and Essay,TRUE,,,,,,,,
377,te,multi_choice,general_studies,easy,[Telugu] Which of these are Union Territories of India?,Delhi,TRUE,Chandigarh,TRUE,Goa,FALSE,Puducherry,TRUE,,,,,,,,
378,te,multi_choice,general_studies,moderate,[Telugu] Which rivers originate from the Himalayas?,Ganga,TRUE,Yamuna,TRUE,Kaveri,FALSE,Brahmaputra,TRUE,,,,,,,,
379,te,single_choice,general_studies,easy,[Telugu] What is the boiling point of water at sea level?,100 degree Celsius,TRUE,90 degree Celsius,FALSE,110 degree Celsius,FALSE,80 degree Celsius,FALSE,,,,,,,,
380,te,single_choice,general_studies,easy,[Telugu] How many bones are there in an adult human body?,206,TRUE,208,FALSE,204,FALSE,200,FALSE,,,,,,,,
381,te,single_choice,general_studies,moderate,[Telugu] Which organ in the human body produces insulin?,Pancreas,TRUE,Liver,FALSE,Kidney,FALSE,Heart,FALSE,,,,,,,,
382,te,single_choice,general_studies,moderate,[Telugu] What is the hardest natural substance on Earth?,Diamond,TRUE,Granite,FALSE,Iron,FALSE,Quartz,FALSE,,,,,,,,
383,te,single_choice,general_studies,difficult,[Telugu] Which Indian mathematician invented the concept of zero?,Aryabhatta,TRUE,Ramanujan,FALSE,Brahmagupta,FALSE,Bhaskara,FALSE,,,,,,,,
384,te,single_choice,general_studies,difficult,[Telugu] What is the ph value of pure water?,7,TRUE,6,FALSE,8,FALSE,5,FALSE,,,,,,,,
385,te,single_choice,general_studies,easy,[Telugu] Which planet is closest to the Sun?,Mercury,TRUE,Venus,FALSE,Earth,FALSE,Mars,FALSE,,,,,,,,
386,te,single_choice,general_studies,easy,[Telugu] What is the largest organ of the human body?,Skin,TRUE,Liver,FALSE,Brain,FALSE,Heart,FALSE,,,,,,,,
387,te,single_choice,general_studies,moderate,[Telugu] Which Indian state was the first to implement the Panchayati Raj system?,Rajasthan,TRUE,Kerala,FALSE,Tamil Nadu,FALSE,Gujarat,FALSE,,,,,,,,
388,te,single_choice,general_studies,moderate,[Telugu] In which year was the Right to Education Act enacted?,2009,TRUE,2005,FALSE,2010,FALSE,2012,FALSE,,,,,,,,
389,te,single_choice,general_studies,difficult,[Telugu] What is the total number of parliamentary constituencies in India?,543,TRUE,545,FALSE,540,FALSE,550,FALSE,,,,,,,,
390,te,single_choice,general_studies,difficult,[Telugu] Which committee recommended the formation of Panchayati Raj in India?,Balwant Rai Mehta Committee,TRUE,Ashok Mehta Committee,FALSE,Sarkaria Commission,FALSE,Shah Commission,FALSE,,,,,,,,
391,te,single_choice,moyas,easy,[Telugu] What does ELP stand for in MY Bharat?,Experiential Learning Program,TRUE,Education Learning Platform,FALSE,Electronic Literacy Program,FALSE,Employment Linkage Portal,FALSE,,,,,,,,
392,te,single_choice,moyas,moderate,[Telugu] Which year was International Youth Day first observed?,1999,TRUE,2000,FALSE,1995,FALSE,2005,FALSE,,,,,,,,
393,te,single_choice,moyas,difficult,[Telugu] What is the theme of National Youth Policy 2014?,Youth Development and Empowerment,TRUE,Youth Employment,FALSE,Youth Education,FALSE,Youth Health,FALSE,,,,,,,,
394,te,single_choice,general_studies,easy,[Telugu] Which is the longest written constitution in the world?,Indian Constitution,TRUE,US Constitution,FALSE,British Constitution,FALSE,French Constitution,FALSE,,,,,,,,
395,te,single_choice,general_studies,moderate,[Telugu] What percentage of seats are reserved for women in local bodies?,33 percent,TRUE,25 percent,FALSE,50 percent,FALSE,40 percent,FALSE,,,,,,,,
396,te,single_choice,general_studies,difficult,[Telugu] Which Five Year Plan introduced the concept of inclusive growth?,11th Five Year Plan,TRUE,10th Five Year Plan,FALSE,12th Five Year Plan,FALSE,9th Five Year Plan,FALSE,,,,,,,,
397,te,multi_choice,general_studies,moderate,[Telugu] Which of these are Fundamental Duties under Article 51A?,Respect the national flag,TRUE,Protect the environment,TRUE,Pay income tax,FALSE,Promote harmony,TRUE,,,,,,,,
398,te,multi_choice,state_gk,easy,[Telugu] Which of these cities are state capitals?,Jaipur,TRUE,Lucknow,TRUE,Pune,FALSE,Bhopal,TRUE,,,,,,,,
399,te,single_choice,general_studies,easy,[Telugu] What is the national game of India?,Hockey,TRUE,Cricket,FALSE,Football,FALSE,Kabaddi,FALSE,,,,,,,,
400,te,single_choice,general_studies,moderate,[Telugu] Which Indian institution is responsible for monetary policy?,Reserve Bank of India,TRUE,SEBI,FALSE,NABARD,FALSE,SBI,FALSE,,,,,,,,
401,mr,single_choice,general_studies,easy,[Marathi] What is the full form of MY Bharat?,Mera Yuva Bharat,TRUE,My Youth Bharat,FALSE,Ministry Youth Board,FALSE,Mega Youth Bharat,FALSE,,,,,,,,
402,mr,single_choice,general_studies,easy,[Marathi] Which ministry launched the MY Bharat platform?,Ministry of Youth Affairs and Sports,TRUE,Ministry of Education,FALSE,Ministry of Home Affairs,FALSE,Ministry of IT,FALSE,,,,,,,,
403,mr,single_choice,general_studies,easy,[Marathi] What is the age group eligible for MY Bharat youth programs?,15 to 29 years,TRUE,18 to 35 years,FALSE,10 to 25 years,FALSE,20 to 40 years,FALSE,,,,,,,,
404,mr,single_choice,general_studies,easy,[Marathi] Which digital initiative enables direct benefit transfer in India?,Aadhaar,TRUE,Voter ID,FALSE,PAN Card,FALSE,Ration Card,FALSE,,,,,,,,
405,mr,single_choice,general_studies,easy,[Marathi] What does UPI stand for?,Unified Payments Interface,TRUE,Universal Payment India,FALSE,United Payment Integration,FALSE,Unified Pay Infrastructure,FALSE,,,,,,,,
406,mr,single_choice,general_studies,easy,[Marathi] Which Indian space agency successfully landed Chandrayaan-3 on the Moon?,ISRO,TRUE,DRDO,FALSE,HAL,FALSE,BARC,FALSE,,,,,,,,
407,mr,single_choice,general_studies,moderate,[Marathi] In which year was the Swachh Bharat Mission launched?,2014,TRUE,2015,FALSE,2013,FALSE,2016,FALSE,,,,,,,,
408,mr,single_choice,general_studies,moderate,[Marathi] What is the target year for India to become a developed nation under Viksit Bharat?,2047,TRUE,2030,FALSE,2035,FALSE,2050,FALSE,,,,,,,,
409,mr,single_choice,general_studies,moderate,[Marathi] Which program focuses on skill development for Indian youth?,Skill India,TRUE,Make in India,FALSE,Digital India,FALSE,Clean India,FALSE,,,,,,,,
410,mr,single_choice,general_studies,moderate,[Marathi] What is the national river of India?,Ganga,TRUE,Yamuna,FALSE,Brahmaputra,FALSE,Godavari,FALSE,,,,,,,,
411,mr,single_choice,general_studies,moderate,[Marathi] Which article of the Indian Constitution deals with fundamental rights?,Article 12-35,TRUE,Article 36-51,FALSE,Article 52-78,FALSE,Article 1-11,FALSE,,,,,,,,
412,mr,single_choice,general_studies,moderate,[Marathi] What does GDP stand for?,Gross Domestic Product,TRUE,General Development Plan,FALSE,Growth Distribution Policy,FALSE,Government Direct Payment,FALSE,,,,,,,,
413,mr,single_choice,general_studies,difficult,[Marathi] How many Sustainable Development Goals were adopted by the UN in 2015?,17,TRUE,15,FALSE,20,FALSE,12,FALSE,,,,,,,,
414,mr,single_choice,general_studies,difficult,[Marathi] Which Indian city hosted the G20 Leaders Summit in 2023?,New Delhi,TRUE,Mumbai,FALSE,Bengaluru,FALSE,Kolkata,FALSE,,,,,,,,
415,mr,single_choice,general_studies,difficult,[Marathi] What percentage of India's population is below 25 years of age?,50 percent,TRUE,35 percent,FALSE,65 percent,FALSE,40 percent,FALSE,,,,,,,,
416,mr,single_choice,state_gk,easy,[Marathi] Which is the largest state in India by area?,Rajasthan,TRUE,Madhya Pradesh,FALSE,Maharashtra,FALSE,Uttar Pradesh,FALSE,,,,,,,,
417,mr,single_choice,state_gk,easy,[Marathi] Which state is known as the Land of Five Rivers?,Punjab,TRUE,Haryana,FALSE,Himachal Pradesh,FALSE,Uttarakhand,FALSE,,,,,,,,
418,mr,single_choice,state_gk,easy,[Marathi] Which city is the capital of Karnataka?,Bengaluru,TRUE,Mysuru,FALSE,Mangaluru,FALSE,Hubli,FALSE,,,,,,,,
419,mr,single_choice,state_gk,moderate,[Marathi] Which state has the highest literacy rate in India?,Kerala,TRUE,Tamil Nadu,FALSE,Goa,FALSE,Mizoram,FALSE,,,,,,,,
420,mr,single_choice,state_gk,moderate,[Marathi] Which Indian state is the largest producer of tea?,Assam,TRUE,West Bengal,FALSE,Tamil Nadu,FALSE,Kerala,FALSE,,,,,,,,
421,mr,single_choice,state_gk,moderate,[Marathi] What is the official language of Goa?,Konkani,TRUE,Marathi,FALSE,Hindi,FALSE,Portuguese,FALSE,,,,,,,,
422,mr,single_choice,state_gk,difficult,[Marathi] Which northeastern state was formed in the year 2000?,Jharkhand,TRUE,Chhattisgarh,FALSE,Uttarakhand,FALSE,None of these,FALSE,,,,,,,,
423,mr,single_choice,moyas,easy,[Marathi] What does NSS stand for?,National Service Scheme,TRUE,National Sports School,FALSE,National Skill Society,FALSE,National Science Society,FALSE,,,,,,,,
424,mr,single_choice,moyas,easy,[Marathi] Which organization promotes youth volunteering in India?,MY Bharat,TRUE,UNICEF India,FALSE,World Bank,FALSE,IMF,FALSE,,,,,,,,
425,mr,single_choice,moyas,easy,[Marathi] What is the motto of NSS?,Not Me But You,TRUE,Service Before Self,FALSE,Youth for Nation,FALSE,Together We Can,FALSE,,,,,,,,
426,mr,single_choice,moyas,moderate,[Marathi] Which year was the National Youth Policy introduced in India?,2014,TRUE,2010,FALSE,2016,FALSE,2012,FALSE,,,,,,,,
427,mr,single_choice,moyas,moderate,[Marathi] What is the minimum number of members required to form a Youth Club?,Six,TRUE,Five,FALSE,Ten,FALSE,Eight,FALSE,,,,,,,,
428,mr,single_choice,moyas,moderate,[Marathi] Which day is celebrated as National Youth Day in India?,January 12,TRUE,January 26,FALSE,August 15,FALSE,November 14,FALSE,,,,,,,,
429,mr,single_choice,moyas,difficult,[Marathi] In which year was Nehru Yuva Kendra Sangathan established?,1972,TRUE,1968,FALSE,1975,FALSE,1980,FALSE,,,,,,,,
430,mr,single_choice,moyas,difficult,[Marathi] What is the upper age limit for NCC cadets?,26 years,TRUE,28 years,FALSE,25 years,FALSE,30 years,FALSE,,,,,,,,
431,mr,multi_choice,general_studies,easy,[Marathi] Which of these are fundamental rights in India?,Right to Equality,TRUE,Right to Freedom,TRUE,Right to Property,FALSE,Right to Education,TRUE,,,,,,,,
432,mr,multi_choice,general_studies,easy,[Marathi] Which of the following are renewable sources of energy?,Solar Energy,TRUE,Wind Energy,TRUE,Coal,FALSE,Natural Gas,FALSE,,,,,,,,
433,mr,multi_choice,general_studies,moderate,[Marathi] Which initiatives are part of Digital India?,DigiLocker,TRUE,UMANG App,TRUE,Aadhaar Card printing,FALSE,BharatNet,TRUE,,,,,,,,
434,mr,multi_choice,general_studies,moderate,[Marathi] Which of these countries are part of BRICS?,India,TRUE,Brazil,TRUE,Japan,FALSE,South Africa,TRUE,,,,,,,,
435,mr,multi_choice,general_studies,difficult,[Marathi] Which of the following are Millennium Development Goals?,Eradicate extreme poverty,TRUE,Achieve universal primary education,TRUE,Build smart cities,FALSE,Promote gender equality,TRUE,,,,,,,,
436,mr,single_choice,general_studies,easy,[Marathi] What is the national animal of India?,Bengal Tiger,TRUE,Asiatic Lion,FALSE,Indian Elephant,FALSE,Indian Rhinoceros,FALSE,,,,,,,,
